藥品代碼,藥品分類分組名稱,含包裹支付的醫令量_合計
BC18158100,ZOPICLONE/ESZOPICLONE， 一般錠劑膠囊劑 ， 7.50 MG/3.0MG,40577.7
BC181581G0,ZOPICLONE/ESZOPICLONE， 一般錠劑膠囊劑 ， 7.50 MG/3.0MG,14292578
BC18167255,HYDROCORTISONE ， 注射劑 ， 100.00 MG,582375.7
BC18189214,TRANEXAMIC ACID ， 注射劑 ， 250.00 MG,3
BC18196212,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 2000.00ML,3
BC18205338,SALBUTAMOL ， 口鼻噴霧/吸入劑 ， 5.00  MG/ML ， 20 ML,2
BC18215500,DINOPROSTONE ， 陰道用錠劑膠囊劑 ， 3.00 MG,25456.2
BC18231100,METFORMIN ， 一般錠劑膠囊劑 ， 850.00 MG,2445
BC182311G0,METFORMIN ， 一般錠劑膠囊劑 ， 850.00 MG,29525376.8
BC18273100,AMINO ACIDS FOR RENAL ， 一般錠劑膠囊劑 ， 630.00 MG,19389220.3
BC18279100,AMINOPHYLLINE ， 緩釋錠劑膠囊劑 ， 225.00 MG,1485987.5
BC18307255,FAT EMULSIONS MCT/LCT ， 注射劑 ， 20.00 GM,9449
BC18307265,FAT EMULSIONS MCT/LCT ， 注射劑 ， 50.00 GM,3577
BC18308265,FAT EMULSIONS MCT/LCT ， 注射劑 ， 25.00 GM,5570
BC18333421,FLUOROMETHOLONE ， 眼用液劑 ， 1.00  MG/ML ， 5.00 ML,1
BC18348155,VALPROIC ACID ， 口服液劑 ， 50.00  MG/ML ， 100.00 ML,1316.1
BC18364421,FLUOROMETHOLONE ， 眼用液劑 ， 1.00  MG/ML ， 5.00 ML,2
BC18368417,DEXAMETHASONE ， 眼耳鼻用軟膏 ， 1.00  MG/GM ， 3.50 GM,2
BC18425100,OXAZEPAM ， 一般錠劑膠囊劑 ， 15.00 MG,18
BC18433114,AMOXICILLIN 25MG/ML + CLAVULANIC ACID 6.25MG/ML， 口服液劑， 100.00ML,8432.2
BC18479212,IFOSFAMIDE ， 注射劑 ， 2000.00 MG,18777
BC18485271,MESNA ， 注射劑 ， 400.00 MG,76582
BC18540248,DILTIAZEM ， 注射劑 ， 50.00 MG,15454.5
BC18542100,CLOZAPINE ， 一般錠劑膠囊劑 ， 100.00 MG,3498230.8
BC18580229,DOXORUBICIN ， 注射劑 ， 10.00 MG,2661
BC18584100,ONDANSETRON ， 一般錠劑膠囊劑 ， 8.00 MG,36991
BC18617421,DEXAMETHASONE 1MG/ML + TOBRAMYCIN 3MG/ML， 眼用液劑， 5.00ML,128352.9
BC18638100,FLAVOXATE ， 一般錠劑膠囊劑 ， 200.00 MG,3
BC18646421,PREDNISOLONE 5MG/ML + NEOMYCIN 5MG/ML + POLYMYXIN 10KIU/ML， 眼用液劑， 5.00ML,5
BC18654421,PREDNISOLONE  ， 眼用液劑 ， 10.00MG/ML ， 5.00 ML,238913.3
BC18656429,FLUOROMETHOLONE ， 眼用液劑 ， 1.00  MG/ML ， 10.00 ML,7
BC18666421,PREDNISOLONE  ， 眼用液劑 ， 1.20  MG/ML ， 5.00 ML,167
BC18669255,GABEXATE ， 注射劑 ， 100.00 MG,123657
BC18720238,ALPROSTADIL (=PGE1) ， 注射劑 ， 20.00 MCG,174446
BC18741100,LORAZEPAM ， 一般錠劑膠囊劑 ， 0.50 MG,173988.4
BC187411G0,LORAZEPAM ， 一般錠劑膠囊劑 ， 0.50 MG,37348459.6
BC18776421,BETAXOLOL ， 眼用液劑 ， 2.50  MG/ML ， 5.00 ML,9074
BC18790248,FLUCONAZOLE ， 注射劑 ， 100.00 MG,306750.5
BC18842100,NIMODIPINE ， 一般錠劑膠囊劑 ， 30.00 MG,572060.5
BC18843248,NIMODIPINE ， 注射劑 ， 10.00 MG,18168
BC18863412,IPRATROPIUM ， 口鼻噴霧/吸入劑， 0.25  MG/ML ， 2.00 ML,1257633.6
BC18876221,METHOTREXATE ， 注射劑 ， 500.00 MG,18366.5
BC18960100,LEVOMEPROMAZINE ， 一般錠劑膠囊劑 ， 25.00 MG,28
BC18979229,NITROGLYCERIN ， 注射劑 ， 5.00 MG,332752.2
BC19086100,SULTAMICILLIN ， 一般錠劑膠囊劑 ， 375.00 MG,37748.4
BC19107321,FUSIDIC ACID ， 外用軟膏劑 ， 20.00  MG/GM ， 5.00 GM,773.1
BC19108100,FUSIDIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,208717.9
BC19109219,BUMETANIDE ， 注射劑 ， 2.00 MG,187777
BC19114340,ERYTHROMYCIN ， 外用液劑 ， 20.00  MG/ML ， 25.00 ML,82.2
BC19116321,FUSIDIC ACID ， 外用軟膏劑 ， 20.00  MG/GM ， 5.00 GM,2759.5
BC19116335,FUSIDIC ACID ， 外用軟膏劑 ， 20.00  MG/GM ， 15.00 GM,68502.6
BC19119248,EPIRUBICIN ， 注射劑 ， 50.00 MG,6
BC19120229,EPIRUBICIN ， 注射劑 ， 10.00 MG,1405
BC19122412,DEXAMETHASONE ， 口內膏 ， 1.00  MG/GM ， 2.00 GM,71590.2
BC19122421,DEXAMETHASONE ， 口內膏 ， 1.00  MG/GM ， 5.00 GM,4712.1
BC19124235,BLEOMYCIN ， 注射劑 ， 15.00 MG,8926.4
BC19190100,ESTRADIOL VALERATE 2MG + MEDROXYPROGESTERONE 10MG， 一般錠劑膠囊劑,118037
BC19238100,PERINDOPRIL ， 一般錠劑膠囊劑 ， 3.3-3.4MG,574
BC19259421,TIMOLOL ， 眼用液劑 ， 5.00  MG/ML ， 5.00 ML,149184.5
BC19320100,TERBINAFINE ， 一般錠劑膠囊劑 ， 250.00 MG,400
BC19338209,HALOPERIDOL ， 注射劑 ， 5.00 MG,57874.7
BC19339100,FLAVOXATE ， 一般錠劑膠囊劑 ， 200.00 MG,24991.5
BC19376221,DALTEPARIN ， 注射劑 ， 5.00 ， KIU,16536
BC19378229,DALTEPARIN ， 注射劑 ， 10.00 ， KIU,46166.7
BC19410429,SODIUM CROMOGLYCATE ， 眼用液劑 ， 20.00  MG/ML ， 10.00 ML,4
BC194201A5,CEFUROXIME ， 口服液劑 ， 36.00 MG/GM， 34.72 GM,1
BC19456221,MIDAZOLAM ， 注射劑 ， 5.00 MG,737715.5
BC19457209,MIDAZOLAM ， 注射劑 ， 5.00 MG,818232
BC19457216,MIDAZOLAM ， 注射劑 ， 15.00 MG,564211.7
BC19475209,HALOPERIDOL DECANOATE ， 注射劑 ， 50.00 MG,6587
BC19488343,AZELAIC ACID ， 外用軟膏劑 ， 200.00  MG/GM ， 30.00 GM,13839.2
BC19489533,ESTROGEN CONJUGATED ， 陰道用軟膏劑 ， 0.625 MG/GM ， 14.0GM,121900.9
BC19489547,ESTROGEN CONJUGATED ， 陰道用軟膏劑 ， 0.625 MG/GM ， 42.50 GM,139
BC194932AA,LEUPRORELIN DEPOT ， 注射劑 ， 每1個月一次,577
BC19536414,SALBUTAMOL ， 口鼻噴霧/吸入劑， 2.00  MG/ML ， 2.50 ML,12841.3
BC19538100,METOCLOPRAMIDE ， 緩釋錠劑膠囊劑 ， 30.00 MG,13
BC19557100,THEOPHYLLINE ， 緩釋錠劑膠囊劑 ， 400.00 MG,104877.8
BC19567100,THEOPHYLLINE ， 緩釋錠劑膠囊劑 ， 400.00 MG,908706.9
BC19595426,PHOSPHOLIPID 25MG/ML + DISATURATED PHOSPHATIDYLCHOLINE 11.5MG/ML， 口鼻噴霧/吸入劑， 8.00ML,1260
BC19624100,THEOPHYLLINE ， 緩釋錠劑膠囊劑 ， 200.00 MG,1409966.3
BC196241G0,THEOPHYLLINE ， 緩釋錠劑膠囊劑 ， 200.00 MG,20903875.6
BC19626100,TIZANIDINE ， 一般錠劑膠囊劑 ， 2.00 MG,1920522
BC19632100,CAPTOPRIL ， 一般錠劑膠囊劑 ， 25.00 MG,133958.5
BC19749100,SULFASALAZINE ， 一般錠劑膠囊劑 ， 500.00 MG,1440
BC19763100,NITROGLYCERIN ， 緩釋錠劑膠囊劑 ， 2.60 MG,1
BC19855100,NIFEDIPINE ，一般錠劑膠囊劑， 10.00 MG,3896.2
BC19856100,NIFEDIPINE ， 一般錠劑膠囊劑 ， 5.00 MG,1170
BC198561G0,NIFEDIPINE ， 一般錠劑膠囊劑 ， 5.00 MG,163
BC19879100,BROMOCRIPTINE ， 一般錠劑膠囊劑 ， 2.50 MG,93408
BC19885100,DILTIAZEM ， 緩釋錠劑膠囊劑 ， 90.00 MG,179885
BC19918100,PROPAFENONE ， 一般錠劑膠囊劑 ， 150.00 MG,19835817.7
BC19924221,STREPTOCOCCUS PYROGENE SU STRAIN TX WITH PN G POTASSIUM 2.8MG/ML + PENICILLIN G 2690IU/ML， 注射劑， 5.00ML,378
BC19953100,VERAPAMIL ， 緩釋錠劑膠囊劑 ， 240.00 MG,3910716.1
BC19955209,GRANISETRON ， 注射劑 ， 1.00 MG,9437
BC19955216,GRANISETRON ， 注射劑 ， 3.00 MG,14113
BC20018221,PIRACETAM ， 注射劑 ， 1.00 GM,2
BC20021229,NICARDIPINE ， 注射劑 ， 10.00 MG,325951.8
BC20022335,FENTICONAZOLE ， 外用軟膏劑 ， 20.00  MG/GM ， 15.00 GM,16394.1
BC20042335,FENTICONAZOLE ， 外用噴霧劑 ， 300.00 MG,29207.5
BC20053500,FENTICONAZOLE ， 栓劑 ， 200.00 MG,474606
BC20144210,AMPICILLIN 1000MG + SULBACTAM 500MG， 注射劑， 1500.00MG,672517
BC20157100,DICLOFENAC ， 一般錠劑膠囊劑 ， 25.00 MG,799949.6
BC201571G0,DICLOFENAC ， 一般錠劑膠囊劑 ， 25.00 MG,39640929.6
BC20158100,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,388
BC20162100,LEVODOPA 250MG + CARBIDOPA 25MG， 一般錠劑膠囊劑，,1137345.7
BC20174100,METOPROLOL ， 緩釋錠劑膠囊劑 ， 100.00 MG,4510371.7
BC20198100,FINASTERIDE ， 一般錠劑膠囊劑 ， 5.00 MG,1408080.4
BC20199321,MOMETASONE ， 外用軟膏劑 ， 1.00  MG/GM ， 5.00 GM,2
BC20199335,MOMETASONE ， 外用軟膏劑 ， 1.00  MG/GM ， 15.00 GM,1
BC20200314,MOMETASONE ， 外用軟膏劑 ， 1.00  MG/GM ， 2.50 GM,1789.8
BC20200321,MOMETASONE ， 外用軟膏劑 ， 1.00  MG/GM ， 5.00 GM,262057.7
BC20230343,CALCIPOTRIOL ， 外用軟膏劑 ， 0.05  MG/GM ， 30.00 GM,24078
BC20249343,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 30.00 GM,11779
BC20251100,LEVODOPA 100MG + CARBIDOPA 25MG， 一般錠劑膠囊劑，,19067723.3
BC20254100,NICARDIPINE ， 一般錠劑膠囊劑 ， 20.00 MG,60
BC20266277,ERYTHROMYCIN ， 注射劑 ， 500.00 MG,22283
BC20452100,CARVEDILOL ， 一般錠劑膠囊劑 ， 25.00 MG,6884189
BC20454438,BECLOMETHASONE ， 耳鼻用液劑 ， 100 MCG/DOSE ， 200.00 DOSE,40211.8
BC20509100,LAMOTRIGINE ， 一般錠劑膠囊劑 ， 50.00 MG,8487442.4
BC20510100,LAMOTRIGINE ， 一般錠劑膠囊劑 ， 100.00 MG,2493650.1
BC20554100,ISOSORBIDE 5-MONONITRATE ， 緩釋錠劑膠囊劑 ， 60.00 MG,204660
BC20576100,THEOPHYLLINE ， 緩釋錠劑膠囊劑 ， 250.00 MG,111
BC20674100,MISOPROSTOL ， 一般錠劑膠囊劑 ， 200.00 MCG,93165.4
BC20706277,8.0% AMINO ACIDS FOR HEPATIC ， 注射劑 ， 8.00  %， 500.00 ML,23142
BC207861G0,ACARBOSE ， 一般錠劑膠囊劑 ， 50.00 MG,3670126
BC20802100,NITROGLYCERIN ， 一般錠劑膠囊劑 ， 600.00 MCG,12494806.3
BC20824209,DESMOPRESSIN ， 注射劑 ， 4.00 MCG,110680.3
BC20825209,TERLIPRESSIN ， 注射劑 ， 0.85 MG – 0.86 MG,48623
BC20826100,DESMOPRESSIN ， 一般錠劑膠囊劑 ， 60~100.00 MCG,6005196
BC20862100,CITALOPRAM ， 一般錠劑膠囊劑 ， 20.00 MG,4704
BC20882100,ETOPOSIDE ， 一般錠劑膠囊劑 ， 50.00 MG,23316
BC20895100,DICLOFENAC ， 緩釋錠劑膠囊劑 ， 75.00 MG,2787419.5
BC20903209,MEDROXYPROGESTERONE ， 注射劑 ， 150.00 MG,2
BC20915417,DEXAMETHASONE 1MG/GM + TOBRAMYCIN 3MG/GM， 眼耳鼻用軟膏， 3.50GM,72800.7
BC20932221,LIDOCAINE ， 注射劑 ， 100.00 MG,124157.8
BC20936238,ALPROSTADIL (=PGE1) ， 注射劑 ， 20.00 MCG,855
BC20940209,4% AMINO ACIDS+DEXTROSE+ELECTROLYTE SOLUTION FOR INFUSION ， 注射劑 ， 4%， 1000.00 ML,569
BC20951343,CLINDAMYCIN ， 外用液劑 ， 10.00  MG/ML ， 30.00 ML,2
BC209712CX,PIPERACILLIN 2000MG + TAZOBACTAM 250MG， 注射劑， 2250.00MG,1932152
BC20975209,7.0% AMINO ACIDS+DEXTROSE SOLUTIONS ， 注射劑 ， 7.00  %， 1000.00 ML,26041
BC20975210,7.0% AMINO ACIDS+DEXTROSE SOLUTIONS ， 注射劑 ， 7.00  %， 1500.00 ML,4381
BC20991100,NICORANDIL ， 一般錠劑膠囊劑 ， 5.00 MG,40521418.5
BC20999100,RIFABUTIN ， 一般錠劑膠囊劑 ， 150.00 MG,246011.5
BC21026229,MITOMYCIN C ， 注射劑 ， 10.00 MG,121
BC21032229,ASPARAGINASE ， 注射劑 ， 10.00 ， KIU,261
BC21043100,FLUDROCORTISONE ， 一般錠劑膠囊劑 ， 100.00 MCG,802152.4
BC21073248,MELPHALAN ， 注射劑 ， 50.00 MG,58
BC21083500,MESALAZINE ， 栓劑 ， 500.00 MG,350866
BC21093100,LAMOTRIGINE ， 一般錠劑膠囊劑 ， 5.00 MG,390200
BC21128229,MILRINONE ， 注射劑 ， 10.00 MG,24596
BC21140100,ALPRAZOLAM ， 一般錠劑膠囊劑 ， 500.00 MCG,628527.8
BC211401G0,ALPRAZOLAM ， 一般錠劑膠囊劑 ， 500.00 MCG,103530166.1
BC21144145,SALBUTAMOL ， 口鼻噴霧/吸入劑 ， 200 MCG/DOSE ， 400.00 DOSE,189
BC21150100,MEDROXYPROGESTERONE ， 一般錠劑膠囊劑 / 顆粒劑，500.00 MG,84636.5
BC21159100,DOXEPIN ， 一般錠劑膠囊劑 ， 25.00 MG,1254
BC21162100,DOXEPIN ， 一般錠劑膠囊劑 ， 10.00 MG,6
BC21165100,PIRACETAM ， 一般錠劑膠囊劑 ， 1200.00 MG,77
BC21174100,ALFACALCIDOL ， 一般錠劑膠囊劑 ， 0.25 MCG,1062072.5
BC21175100,ALFACALCIDOL ， 一般錠劑膠囊劑 ， .50 MCG,1069354.5
BC21188100,CYCLOSPORIN ， 一般錠劑膠囊劑 ， 100.00 MG,3450405.3
BC21189100,CYCLOSPORIN ， 一般錠劑膠囊劑 ， 25.00 MG,6762385
BC21191216,SOMATOSTATIN ， 注射劑 ， 3000.00 MCG,71
BC21218145,BECLOMETHASONE DIPROPIONATE ， 口鼻噴霧/吸入劑 ， 200 MCG/DOSE ， 200 DOSE,117.1
BC21221100,PRAZOSIN ， 一般錠劑膠囊劑 ， 1.00 MG,14
BC21224229,FENTANYL ， 注射劑 ， 500.00 MCG,7
BC21234100,ALPRAZOLAM ， 一般錠劑膠囊劑 ， 250.00 MCG,213344.5
BC212341G0,ALPRAZOLAM ， 一般錠劑膠囊劑 ， 250.00 MCG,23246356.7
BC21236219,ONDANSETRON ， 注射劑 ， 8.00 MG,4
BC21269421,TIMOLOL ， 眼用液劑 ， 5.00  MG/ML ， 5.00 ML,1520
BC21277429,CARBOMER (=CARBOPOL=CARBOXYPOLYMETHYLENE) ， 眼耳鼻用軟膏 ， 2.00  MG/GM ， 10.00 GM,1001557
BC21303100,CARTEOLOL ， 一般錠劑膠囊劑 ， 15.00 MG,1066
BC21304263,CYCLOPHOSPHAMIDE ， 注射劑 ， 200.00 MG,45198.4
BC21304277,CYCLOPHOSPHAMIDE ， 注射劑 ， 500.00 MG,100576.2
BC21309435,PIRENOXINE (=CATALIN) ， 眼用液劑 ， 0.05  MG/ML ， 15.00 ML,26
BC21333216,SOMATOSTATIN ， 注射劑 ， 3000.00 MCG,36811
BC21422100,ACEMETACIN ， 一般錠劑膠囊劑 ， 60.00 MG,9
BC21439212,ADENOSINE ， 注射劑 ， 6.00 MG,32548.3
BC21446421,TIMOLOL ， 眼用液劑 ， 5.00  MG/ML ， 5.00 ML,588
BC21477423,FLUTICASONE ， 耳鼻用液劑 ， 50 MCG/DOSE， 120.00 ， DOSE,39
BC21530100,BETAXOLOL ， 一般錠劑膠囊劑 ， 20.00 MG,146
BC21531100,ZOLPIDEM ， 一般錠劑膠囊劑 ， 10.00 MG,7943.5
BC215311G0,ZOLPIDEM ， 一般錠劑膠囊劑 ， 10.00 MG,55656333.4
BC21536100,PAROXETINE ， 一般錠劑膠囊劑 ， 20.00 MG,3729470.4
BC21545414,TIMOLOL ， 眼用液劑 ， 5.00  MG/ML ， 2.50 ML,220963.1
BC21571100,AMLODIPINE ， 一般錠劑膠囊劑 ， 5.00 MG,228926604.4
BC21607100,ENALAPRIL ， 一般錠劑膠囊劑 ， 5.00 MG,743
BC21609100,ENALAPRIL ， 一般錠劑膠囊劑 ， 20.00 MG,700
BC21625100,BUPRENORPHINE ， 一般錠劑膠囊劑 ， 200.00 MCG,20696.5
BC21628421,PIRENOXINE (=CATALIN) ， 眼用液劑 ， 0.05  MG/ML ， 5.00 ML,2839292.5
BC21641100,DOXAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,4064
BC216411G0,DOXAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,5650046.1
BC21643100,DOXAZOSIN ， 一般錠劑膠囊劑 ， 1.00 MG,546
BC21663100,HALOPERIDOL ， 一般錠劑膠囊劑 ， 5.00 MG,21
BC21676100,FLUCONAZOLE ， 一般錠劑膠囊劑 ， 150.00 MG,201678.4
BC21696212,METHOTREXATE ， 注射劑 ， 50.00 MG,19603.2
BC21698100,ALPRAZOLAM ， 緩釋錠劑膠囊劑 ， 500.00 MCG,72780
BC216981G0,ALPRAZOLAM ， 緩釋錠劑膠囊劑 ， 500.00 MCG,8991484.8
BC21726100,TRIAZOLAM ， 一般錠劑膠囊劑 ， 250.00 MCG,387212
BC217261G0,TRIAZOLAM ， 一般錠劑膠囊劑 ， 250.00 MCG,8834688
BC21754100,INDAPAMIDE ， 一般錠劑膠囊劑 ， 2.50 MG,12
BC21757100,MYCOPHENOLATE MOFETIL ， 一般錠劑膠囊劑 ， 250.00 MG,8337792
BC21779100,FLUCONAZOLE ， 一般錠劑膠囊劑 ， 50.00 MG,1258540.3
BC21780100,SERTRALINE ， 一般錠劑膠囊劑 ， 50.00 MG,16776175.3
BC21782248,CISPLATIN ， 注射劑 ， 50.00 MG,19092.7
BC21784335,METRONIDAZOLE ， 外用軟膏劑 ， 7.50  MG/GM ， 15.00 GM,394
BC21784343,METRONIDAZOLE ， 外用軟膏劑 ， 7.50  MG/GM ， 30.00 GM,31711.2
BC21785335,KETOCONAZOLE ， 外用軟膏劑 ， 20.00  MG/GM ， 15.00 GM,2
BC21788100,VALACICLOVIR ， 一般錠劑膠囊劑 ， 500.00 MG,830450.6
BC21824435,SODIUM CROMOGLYCATE ， 耳鼻用液劑 ， 20.00  MG/ML ， 15.00 ML,12691.2
BC21830180,AZITHROMYCIN ， 口服液劑 ， 40.00 MG/ML， 15.00 ML,68468.3
BC21840100,TRAMADOL ， 緩釋錠劑膠囊劑 ， 100.00 MG,439487
BC21847100,VIGABATRIN ， 一般錠劑膠囊劑 ， 500.00 MG,1096353.9
BC21848263,TEICOPLANIN ， 注射劑 ， 200.00 MG,918195
BC21874414,DESMOPRESSIN ， 耳鼻用液劑 ， 250.00 MCG,1
BC21880229,VINBLASTINE ， 注射劑 ， 10.00 MG,4376.4
BC21905100,RILUZOLE ， 一般錠劑膠囊劑 ， 50.00 MG,272859
BC21914100,LOSARTAN 50MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,34380283.1
BC21921135,FLUTICASONE PROPIONATE ， 口鼻噴霧/吸入劑 ， 250 MCG/DOSE ，  60.00 ， DOSE,8055.7
BC21927100,ISONIAZID 150MG + RIFAMPICIN 300MG， 一般錠劑膠囊劑，,235
BC21928100,ISONIAZID 100MG + RIFAMPICIN 150MG， 一般錠劑膠囊劑，,23
BC21989138,BUDESONIDE ， 口鼻噴霧/吸入劑 ， 200 MCG/DOSE ， 100.00 ， DOSE,4192.6
BC21989145,BUDESONIDE ， 口鼻噴霧/吸入劑 ， 200 MCG/DOSE ， 200.00 ， DOSE,182
BC21992229,CLADRIBINE ， 注射劑 ， 10.00 MG,135
BC22008100,VALPROIC ACID ， 緩釋錠劑膠囊劑 ， 500.00 MG,25027417.3
BC22013219,NOREPINEPHRINE ， 注射劑 ， 4.00MG,3
BC22014164,ZIDOVUDINE ， 口服液劑 ， 10.00  MG/ML ， 240.00 ML,25
BC22016100,GRANISETRON ， 一般錠劑膠囊劑 ， 1.00 MG,39270
BC22023255,10.0% AMINO ACIDS FOR INFANT ， 注射劑 ， 10.00  %， 100.00 ML,24518
BC22043100,TACROLIMUS ， 一般錠劑膠囊劑 ， 1.00 MG,6424168
BC22044100,TACROLIMUS ， 一般錠劑膠囊劑 ， 5.00 MG,82986
BC22047209,VINCRISTINE ， 注射劑 ， 1.00 MG,35542.6
BC22049109,BUDESONIDE ， 口鼻噴霧/吸入劑 ， 500 MCG/ML ， 2 ML,318019
BC22064100,FLUOXETINE ， 一般錠劑膠囊劑 ， 20.00 MG (DISPERSIBLE),2427508.3
BC220641G0,FLUOXETINE ， 一般錠劑膠囊劑 ， 20.00 MG (DISPERSIBLE),230
BC22071100,CARVEDILOL ， 一般錠劑膠囊劑 ， 6.25 MG,10086990.8
BC22074164,LAMIVUDINE ， 口服液劑 ， 10.00  MG/ML ， 240.00 ML,12
BC22075100,LAMIVUDINE ， 一般錠劑膠囊劑 ， 150.00 MG,10178
BC22082155,TERBUTALINE ， 口鼻噴霧/吸入劑 ， 500 MCG/DOSE ， 200.00 DOSE,10.7
BC22087240,HEPARIN ， 注射劑 ， 25000.00 ， IU,35089.2
BC22094143,RISPERIDONE ， 口服液劑 ， 1.00  MG/ML ， 30.00 ML,76909.6
BC22097100,SODIUM FERROUS CITRATE ， 一般錠劑膠囊劑 ， 470.90 MG,8045877.9
BC22107421,DORZOLAMIDE ， 眼用液劑 ， 20.00  MG/ML ， 5.00 ML,148336.3
BC22115265,MEROPENEM ， 注射劑 ， 250.00 MG,2982505.4
BC22117100,ACITRETIN ， 一般錠劑膠囊劑 ， 25.00 MG,262657
BC22118100,ACITRETIN ， 一般錠劑膠囊劑 ， 10.00 MG,904491
BC22124100,QUINAPRIL ， 一般錠劑膠囊劑 ， 10.00 MG,93
BC22131263,DACARBAZINE ， 注射劑 ， 200.00 MG,17966.5
BC22132229,METHOTREXATE ， 注射劑 ， 1000.00 MG,10546
BC221372CS,GOSERELIN ACEATE ， 注射劑 ， 3.60 MG,30642
BC22139100,PANTOPRAZOLE ， 一般錠劑膠囊劑 ， 40.00 MG,8353610.2
BC221431G0,PROPRANOLOL ， 一般錠劑膠囊劑 ， 10.00 MG,893132.7
BC22152100,LISINOPRIL ， 一般錠劑膠囊劑 ， 10.00 MG,13332
BC22154100,TAMOXIFEN ， 一般錠劑膠囊劑 ， 10.00 MG,26786647.3
BC22159100,ATENOLOL ， 一般錠劑膠囊劑 ， 100.00 MG,223
BC221591G0,ATENOLOL ， 一般錠劑膠囊劑 ， 100.00 MG,15692
BC221601G0,ATENOLOL ， 一般錠劑膠囊劑 ， 50.00 MG,26758
BC22177203,ENOXAPARIN ， 注射劑 ， 20.00 MG,30686
BC22179100,FAMCICLOVIR ， 一般錠劑膠囊劑 ， 250.00 MG,368381.8
BC22193100,SELEGILINE ， 一般錠劑膠囊劑 ， 10.00 MG,224
BC22198212,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 2000.00ML,643023
BC22198214,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 2500.00ML,191403
BC22198221,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 5000.00ML,369920
BC22199210,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 1500.00ML,87
BC22199212,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 2000.00ML,639765
BC22199214,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 2500.00ML,132246
BC22199221,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 5000.00ML,275652
BC22208100,CARBAMAZEPINE ， 一般錠劑膠囊劑 ， 200.00 MG,1411188.9
BC22211100,SELEGILINE ， 一般錠劑膠囊劑 ， 5.00 MG,11
BC22215209,VINORELBINE ， 注射劑 ， 10.00 MG,19096
BC22215221,VINORELBINE ， 注射劑 ， 50.00 MG,223
BC22218212,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 2000.00ML,24598
BC22218221,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 5000.00ML,4802
BC22232277,GANCICLOVIR ， 注射劑 ， 500.00 MG,6902.5
BC222332D1,GOSERELIN ACEATE ， 注射劑 ， 10.80 MG,11834
BC22251229,ACYCLOVIR ， 注射劑 ， 250.00 MG,4167
BC22282100,ANASTROZOLE ， 一般錠劑膠囊劑 ， 1.00 MG,1056737
BC22283421,OFLOXACIN ， 耳鼻用液劑 ， 3.00  MG/ML ， 5.00 ML,1645
BC22297210,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 1500.00ML,2
BC22297212,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 2000.00ML,983284
BC22297214,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 2500.00ML,271620
BC22297221,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 5000.00ML,469143
BC22298212,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 2000.00ML,22545
BC22298214,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 2500.00ML,2989
BC22298221,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 5000.00ML,8471
BC22299210,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 1500.00ML,1
BC22299212,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 2000.00ML,1141881
BC22299214,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 2500.00ML,335368
BC22299221,PERITONEAL DIALYTICS SOLUTIONS， 透析用製劑， 5000.00ML,713884
BC22310100,TOREMIFENE ， 一般錠劑膠囊劑 ， 60.00 MG,15958
BC22319209,CEFOTAXIME ， 注射劑 ， 1000.00 MG,62832.3
BC22319277,CEFOTAXIME ， 注射劑 ， 500.00 MG,124353
BC22320212,CEFOTAXIME ， 注射劑 ， 2000.00 MG,41760.1
BC22324100,OLANZAPINE ， 一般錠劑膠囊劑 ， 5.00 MG,147018.4
BC22326100,OLANZAPINE ， 一般錠劑膠囊劑 ， 10.00 MG,82700.8
BC22342100,MESALAZINE ， 緩釋錠劑膠囊劑 ， 500.00 MG,580799
BC22354280,ENOXAPARIN ， 注射劑 ， 60.00 MG,271067.7
BC22357100,RETINOIC ACID (=TRETINOIN) ， 一般錠劑膠囊劑 ， 10.00 MG,82464
BC22366100,CEFTIBUTEN ， 一般錠劑膠囊劑 ， 100.00 MG,40
